,point_victor,who_to_serve,consumption_of_strength,consumption,p1_ace,p2_ace,p1_winner,p2_winner,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_serve_speed_ave, p2_serve_speed_ave,width_1,width_2,depth_1,depth_2,depth_return_1,depth_return_2
198,1,1,1.139560034,1.059816467,0.033333333,0.064220183,0.161616162,0.166666667,0.055555556,0,0.101010101,0.141414141,0.095959596,0.156565657,0.080808081,0.095959596,0.137614679,0.033333333,0.027522936,0.011111111,0.110091743,0.022222222,112.3928571,120.3669725,4,0,2,0,1,0
199,1,1,1.120020112,1.05870389,0.032967033,0.064220183,0.16080402,0.165829146,0.054945055,0,0.100502513,0.145728643,0.095477387,0.155778894,0.08040201,0.095477387,0.137614679,0.032967033,0.027522936,0.010989011,0.110091743,0.021978022,112.4352941,120.3669725,5,0,2,0,1,0
200,1,1,1.12880501,1.058884355,0.032608696,0.064220183,0.16,0.165,0.054347826,0,0.1,0.145,0.095,0.155,0.08,0.095,0.137614679,0.032608696,0.027522936,0.010869565,0.110091743,0.02173913,112.5232558,120.3669725,3,0,2,0,2,0
201,2,2,1.116263135,1.058288742,0.032608696,0.063636364,0.15920398,0.164179104,0.054347826,0,0.104477612,0.144278607,0.094527363,0.154228856,0.07960199,0.094527363,0.136363636,0.032608696,0.027272727,0.010869565,0.109090909,0.02173913,112.5232558,120.2272727,0,1,0,2,0,1
202,1,2,1.159011439,1.057511997,0.032608696,0.063063063,0.158415842,0.163366337,0.054347826,0,0.103960396,0.148514851,0.094059406,0.158415842,0.079207921,0.094059406,0.135135135,0.032608696,0.027027027,0.010869565,0.108108108,0.02173913,112.5232558,120.2252252,0,1,0,2,0,2
203,2,2,1.167310262,1.058401569,0.032608696,0.0625,0.157635468,0.162561576,0.054347826,0,0.103448276,0.147783251,0.093596059,0.157635468,0.078817734,0.093596059,0.133928571,0.032608696,0.026785714,0.010869565,0.107142857,0.02173913,112.5232558,120.1339286,0,4,0,2,0,1
204,2,2,1.16852565,1.058489268,0.032608696,0.07079646,0.156862745,0.166666667,0.054347826,0,0.102941176,0.147058824,0.093137255,0.156862745,0.078431373,0.093137255,0.132743363,0.032608696,0.026548673,0.010869565,0.10619469,0.02173913,112.5232558,120.2123894,0,5,0,1,0,0
205,2,2,1.17074167,1.059008976,0.032608696,0.070175439,0.156097561,0.165853659,0.054347826,0,0.102439024,0.146341463,0.092682927,0.156097561,0.07804878,0.092682927,0.131578947,0.032608696,0.026315789,0.010869565,0.105263158,0.02173913,112.5232558,120.1140351,0,2,0,2,0,1
206,1,1,1.150586683,1.05714876,0.032258065,0.070175439,0.160194175,0.165048544,0.053763441,0,0.101941748,0.145631068,0.09223301,0.155339806,0.077669903,0.09223301,0.131578947,0.032258065,0.026315789,0.010752688,0.105263158,0.021505376,112.5517241,120.1140351,5,0,1,0,2,0
207,1,1,1.15805881,1.056330615,0.031914894,0.070175439,0.15942029,0.164251208,0.053191489,0,0.101449275,0.149758454,0.09178744,0.154589372,0.077294686,0.09178744,0.131578947,0.031914894,0.026315789,0.010638298,0.105263158,0.021276596,112.3181818,120.1140351,1,0,2,0,1,0
208,1,1,1.148912697,1.055583148,0.031578947,0.070175439,0.158653846,0.163461538,0.052631579,0,0.100961538,0.149038462,0.091346154,0.153846154,0.076923077,0.091346154,0.131578947,0.031578947,0.026315789,0.010526316,0.105263158,0.021052632,112.4719101,120.1140351,4,0,2,0,2,0
209,1,1,1.140582954,1.054745377,0.03125,0.070175439,0.157894737,0.162679426,0.052083333,0,0.100478469,0.148325359,0.090909091,0.153110048,0.076555024,0.090909091,0.131578947,0.03125,0.026315789,0.010416667,0.105263158,0.020833333,112.5,120.1140351,2,0,2,0,2,0
210,1,2,1.143795251,1.054923498,0.03125,0.069565217,0.157142857,0.161904762,0.052083333,0,0.1,0.152380952,0.09047619,0.157142857,0.076190476,0.09047619,0.130434783,0.03125,0.026086957,0.010416667,0.104347826,0.020833333,112.5,120.1652174,0,4,0,2,0,2
211,1,2,1.183460001,1.055235121,0.03125,0.068965517,0.156398104,0.161137441,0.052083333,0,0.099526066,0.151658768,0.090047393,0.156398104,0.075829384,0.090047393,0.129310345,0.03125,0.025862069,0.010416667,0.103448276,0.020833333,112.5,120.0344828,0,1,0,2,0,1
212,2,2,1.20391917,1.055400884,0.03125,0.076923077,0.155660377,0.16509434,0.052083333,0,0.099056604,0.150943396,0.089622642,0.155660377,0.075471698,0.089622642,0.128205128,0.03125,0.025641026,0.010416667,0.102564103,0.020833333,112.5,120.1452991,0,4,0,2,0,0
213,1,2,1.255440419,1.061150073,0.03125,0.076271186,0.159624413,0.164319249,0.052083333,0,0.098591549,0.150234742,0.089201878,0.154929577,0.075117371,0.089201878,0.127118644,0.03125,0.025423729,0.010416667,0.101694915,0.020833333,112.5,120.1949153,0,4,0,2,0,1
214,1,2,1.143285256,1.064238666,0.03125,0.075630252,0.158878505,0.163551402,0.052083333,0,0.098130841,0.14953271,0.088785047,0.154205607,0.074766355,0.088785047,0.134453782,0.03125,0.033613445,0.010416667,0.100840336,0.020833333,112.5,120.2268908,0,5,0,2,0,1
215,1,1,1.122014214,1.063835767,0.030927835,0.075630252,0.158139535,0.162790698,0.051546392,0,0.097674419,0.148837209,0.088372093,0.153488372,0.074418605,0.088372093,0.134453782,0.030927835,0.033613445,0.010309278,0.100840336,0.020618557,112.7362637,120.2268908,4,0,1,0,2,0
216,1,1,1.107344175,1.063080845,0.030612245,0.075630252,0.157407407,0.162037037,0.051020408,0,0.097222222,0.148148148,0.087962963,0.152777778,0.074074074,0.087962963,0.134453782,0.030612245,0.033613445,0.010204082,0.100840336,0.020408163,112.8152174,120.2268908,4,0,2,0,1,0
217,2,1,1.107944425,1.062921733,0.03030303,0.075630252,0.156682028,0.161290323,0.050505051,0,0.096774194,0.147465438,0.087557604,0.152073733,0.073732719,0.087557604,0.134453782,0.03030303,0.033613445,0.01010101,0.100840336,0.02020202,112.6344086,120.2268908,2,0,2,0,1,0
218,1,1,1.056164757,1.059516786,0.03,0.075630252,0.155963303,0.160550459,0.05,0,0.096330275,0.146788991,0.091743119,0.151376147,0.077981651,0.087155963,0.134453782,0.03,0.033613445,0.01,0.100840336,0.02,112.393617,120.2268908,5,0,2,0,2,0
219,2,1,1.046271076,1.057735437,0.02970297,0.075630252,0.155251142,0.159817352,0.04950495,0,0.095890411,0.146118721,0.091324201,0.150684932,0.077625571,0.086757991,0.134453782,0.02970297,0.033613445,0.00990099,0.100840336,0.01980198,112.4421053,120.2268908,5,0,1,0,1,0
220,2,1,1.021839064,1.055560548,0.029411765,0.075630252,0.154545455,0.159090909,0.049019608,0,0.1,0.145454545,0.095454545,0.15,0.077272727,0.086363636,0.134453782,0.029411765,0.033613445,0.009803922,0.100840336,0.019607843,112.1875,120.2268908,3,0,2,0,2,0
221,1,1,1.024294107,1.055510373,0.038834951,0.075630252,0.158371041,0.158371041,0.048543689,0,0.099547511,0.14479638,0.095022624,0.149321267,0.076923077,0.085972851,0.134453782,0.029126214,0.033613445,0.009708738,0.100840336,0.019417476,112.2164948,120.2268908,5,0,1,0,0,0
222,2,1,1.02774276,1.055286507,0.038461538,0.075630252,0.157657658,0.157657658,0.057692308,0,0.103603604,0.144144144,0.094594595,0.148648649,0.076576577,0.085585586,0.134453782,0.028846154,0.033613445,0.009615385,0.100840336,0.019230769,112.2164948,120.2268908,2,0,1,0,0,0
223,1,1,0.999235841,1.053852126,0.038095238,0.075630252,0.156950673,0.156950673,0.057142857,0,0.103139013,0.143497758,0.098654709,0.147982063,0.080717489,0.085201794,0.134453782,0.028571429,0.033613445,0.00952381,0.100840336,0.019047619,112.2653061,120.2268908,5,0,2,0,2,0
224,1,1,0.970230425,1.051252398,0.037735849,0.075630252,0.15625,0.15625,0.056603774,0,0.102678571,0.142857143,0.098214286,0.147321429,0.080357143,0.084821429,0.134453782,0.028301887,0.033613445,0.009433962,0.100840336,0.018867925,112.2626263,120.2268908,4,0,2,0,2,0
0,1,1,0.796111665,0.796111665,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,120,0,3,0,2,0,2,0
1,1,1,0.885217664,0.885217664,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,107,0,3,0,2,0,1,0
2,1,1,0.888971907,0.888971907,0,0,0.5,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,105.3333333,0,2,0,2,0,2,0
3,2,1,0.934466356,0.934466356,0,0,0.333333333,0.333333333,0,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,103,0,3,0,2,0,2,0
4,2,1,0.923142514,0.923142514,0,0,0.25,0.25,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,102.4,0,4,0,2,0,2,0
5,2,1,0.97442552,0.97442552,0,0,0.2,0.2,0,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,107.1666667,0,5,0,1,0,1,0
6,2,1,0.949530046,0.949530046,0,0,0.166666667,0.333333333,0,0,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,106.4285714,0,2,0,2,0,2,0
7,1,1,0.947493351,0.947493351,0,0,0.142857143,0.285714286,0,0,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0,0.125,0,0,0,0.125,109.5,0,4,0,2,0,2,0
8,1,1,0.940361587,0.940361587,0,0,0.25,0.25,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.111111111,0,0,0,0.111111111,110.8888889,0,5,0,1,0,2,0
9,1,1,0.9337727,0.9337727,0,0,0.333333333,0.222222222,0,0,0.111111111,0.111111111,0.222222222,0.111111111,0.222222222,0.111111111,0,0.1,0,0,0,0.1,113.5,0,4,0,2,0,1,0
10,2,2,0.93368047,0.93368047,0,0,0.3,0.3,0,0,0.1,0.1,0.2,0.1,0.2,0.1,0,0.1,0,0,0,0.1,113.5,115,0,5,0,1,0,0
11,1,2,0.939621865,0.939621865,0,0,0.272727273,0.272727273,0,0,0.090909091,0.181818182,0.181818182,0.090909091,0.181818182,0.090909091,0,0.1,0,0,0,0.1,113.5,120,0,3,0,2,0,2
12,1,2,0.945549059,0.945549059,0,0,0.25,0.25,0,0,0.083333333,0.25,0.166666667,0.166666667,0.166666667,0.083333333,0,0.1,0,0,0,0.1,113.5,114.6666667,0,4,0,2,0,2
13,2,2,0.991347909,0.991347909,0,0,0.230769231,0.307692308,0,0,0.076923077,0.230769231,0.230769231,0.153846154,0.153846154,0.076923077,0,0.1,0,0,0,0.1,113.5,115.75,0,4,0,2,0,1
14,2,2,0.994828216,0.994828216,0,0,0.214285714,0.285714286,0,0,0.071428571,0.214285714,0.214285714,0.142857143,0.142857143,0.071428571,0,0.1,0,0,0,0.1,113.5,116.8,0,4,0,2,0,1
15,2,2,0.999166291,0.999166291,0,0,0.2,0.266666667,0,0,0.066666667,0.2,0.2,0.2,0.133333333,0.133333333,0,0.1,0,0,0,0.1,113.5,116.5,0,4,0,1,0,1
16,1,1,0.995612138,0.995612138,0,0,0.25,0.25,0,0,0.0625,0.1875,0.1875,0.1875,0.125,0.125,0,0.090909091,0,0,0,0.090909091,112.0909091,116.5,1,0,2,0,2,0
17,1,1,0.990983883,0.990983883,0,0,0.235294118,0.235294118,0,0,0.058823529,0.176470588,0.176470588,0.176470588,0.117647059,0.117647059,0,0.083333333,0,0,0,0.083333333,113.0833333,116.5,4,0,2,0,1,0
18,1,1,0.993165268,0.993165268,0,0,0.222222222,0.222222222,0,0,0.055555556,0.166666667,0.222222222,0.166666667,0.166666667,0.111111111,0,0.076923077,0,0,0,0.076923077,114.7692308,116.5,2,0,2,0,0,0
19,1,1,0.993165268,0.993165268,0,0,0.263157895,0.210526316,0,0,0.052631579,0.157894737,0.210526316,0.157894737,0.157894737,0.105263158,0,0.071428571,0,0,0,0.071428571,113.0714286,116.5,0,0,0,0,0,0
20,2,2,1.007122778,0.99353157,0,0,0.25,0.2,0,0,0.05,0.15,0.2,0.15,0.15,0.1,0,0.071428571,0,0,0,0.071428571,113.0714286,117.8571429,0,1,0,2,0,1
21,2,2,1.007083399,0.993780963,0,0,0.238095238,0.238095238,0,0,0.047619048,0.142857143,0.19047619,0.142857143,0.142857143,0.095238095,0,0.071428571,0,0,0,0.071428571,113.0714286,117.75,0,1,0,2,0,2
22,2,2,1.019836814,1.000749229,0,0,0.227272727,0.272727273,0,0,0.045454545,0.136363636,0.181818182,0.136363636,0.136363636,0.090909091,0,0.071428571,0,0,0,0.071428571,113.0714286,118.2222222,0,4,0,2,0,0
23,1,2,1.0176308,1.003056594,0,0,0.260869565,0.260869565,0,0,0.043478261,0.130434783,0.173913043,0.130434783,0.130434783,0.086956522,0,0.071428571,0,0,0,0.071428571,113.0714286,116.8,0,3,0,2,0,2
24,2,2,1.030499506,1.008398981,0,0,0.25,0.25,0,0,0.041666667,0.125,0.166666667,0.125,0.125,0.083333333,0,0.071428571,0,0,0,0.071428571,113.0714286,116.8181818,0,5,0,1,0,2
25,1,1,1.015334318,1.001966243,0,0,0.24,0.24,0,0,0.04,0.12,0.16,0.12,0.12,0.08,0,0.066666667,0,0,0,0.066666667,113.6,116.8181818,5,0,1,0,2,0
26,2,1,1.023999725,0.996096768,0,0,0.230769231,0.230769231,0,0,0.038461538,0.115384615,0.153846154,0.115384615,0.115384615,0.076923077,0,0.0625,0,0,0,0.0625,112.6875,116.8181818,1,0,2,0,2,0
27,1,1,1.019309553,0.992164876,0,0,0.222222222,0.222222222,0,0,0.037037037,0.111111111,0.148148148,0.111111111,0.111111111,0.074074074,0,0.058823529,0,0,0,0.058823529,113,116.8181818,5,0,1,0,2,0
28,1,1,1.023514316,0.991181621,0,0,0.214285714,0.214285714,0,0,0.035714286,0.107142857,0.142857143,0.107142857,0.107142857,0.071428571,0,0.055555556,0,0,0,0.055555556,111.7777778,116.8181818,1,0,2,0,0,0
29,2,1,1.028651392,0.979506023,0,0,0.206896552,0.206896552,0,0,0.034482759,0.103448276,0.137931034,0.103448276,0.103448276,0.068965517,0,0.052631579,0,0,0,0.052631579,111.7368421,116.8181818,5,0,2,0,1,0
30,1,1,1.027935106,0.979045242,0.05,0,0.233333333,0.2,0,0,0.033333333,0.1,0.133333333,0.1,0.1,0.066666667,0,0.05,0,0,0,0.05,112.7,116.8181818,5,0,1,0,0,0
31,2,2,1.037105769,0.985453934,0.05,0,0.225806452,0.193548387,0,0,0.032258065,0.096774194,0.129032258,0.096774194,0.096774194,0.064516129,0,0.05,0,0,0,0.05,112.7,116.8333333,0,5,0,2,0,2
32,2,2,1.076856376,1.007357769,0.05,0,0.21875,0.21875,0,0,0.03125,0.09375,0.125,0.09375,0.09375,0.0625,0,0.05,0,0,0,0.05,112.7,115.5384615,0,3,0,2,0,2
33,2,2,1.035924964,1.011127533,0.05,0,0.212121212,0.212121212,0,0,0.03030303,0.090909091,0.121212121,0.090909091,0.090909091,0.060606061,0,0.05,0,0,0,0.05,112.7,115.3571429,0,1,0,2,0,1
34,1,2,1.03369412,1.011733607,0.05,0,0.205882353,0.205882353,0,0,0.029411765,0.088235294,0.117647059,0.088235294,0.088235294,0.058823529,0,0.05,0,0,0,0.05,112.7,113.9333333,0,3,0,2,0,2
35,2,2,1.01231735,1.004285104,0.05,0,0.2,0.2,0,0,0.028571429,0.085714286,0.114285714,0.085714286,0.085714286,0.057142857,0,0.05,0,0,0,0.05,112.7,114.375,0,3,0,2,0,2
36,2,1,1.000247111,0.997451827,0.047619048,0,0.194444444,0.194444444,0,0,0.055555556,0.083333333,0.111111111,0.083333333,0.083333333,0.055555556,0,0.047619048,0,0,0,0.047619048,111.952381,114.375,2,0,2,0,1,0
37,2,1,1.012872584,0.999396737,0.045454545,0,0.189189189,0.189189189,0.045454545,0,0.081081081,0.081081081,0.108108108,0.081081081,0.081081081,0.054054054,0,0.045454545,0,0,0,0.045454545,111.952381,114.375,3,0,1,0,0,0
38,1,1,1.011474522,0.999780861,0.086956522,0,0.210526316,0.184210526,0.043478261,0,0.078947368,0.078947368,0.105263158,0.078947368,0.078947368,0.052631579,0,0.043478261,0,0,0,0.043478261,113,114.375,4,0,2,0,0,0
39,1,1,1.006728285,0.998137098,0.083333333,0,0.205128205,0.179487179,0.041666667,0,0.076923077,0.076923077,0.102564103,0.076923077,0.076923077,0.051282051,0,0.041666667,0,0,0,0.041666667,112.3913043,114.375,1,0,2,0,2,0
40,1,1,1.007624562,0.998267355,0.12,0,0.225,0.175,0.04,0,0.075,0.075,0.1,0.075,0.075,0.05,0,0.04,0,0,0,0.04,113.2083333,114.375,4,0,1,0,0,0
41,2,1,0.989764372,0.99245631,0.115384615,0,0.219512195,0.170731707,0.076923077,0,0.097560976,0.073170732,0.097560976,0.073170732,0.073170732,0.048780488,0,0.038461538,0,0,0,0.038461538,113.2083333,114.375,4,0,1,0,2,0
42,2,1,1.013333259,1.004870183,0.111111111,0,0.214285714,0.166666667,0.074074074,0,0.095238095,0.071428571,0.119047619,0.071428571,0.071428571,0.047619048,0,0.037037037,0,0,0,0.037037037,113.36,114.375,3,0,2,0,2,0
43,1,1,0.988338367,0.99711906,0.107142857,0,0.209302326,0.162790698,0.071428571,0,0.093023256,0.069767442,0.139534884,0.069767442,0.093023256,0.046511628,0,0.071428571,0,0,0,0.071428571,112.6538462,114.375,1,0,2,0,2,0
44,2,1,0.977673245,0.996210097,0.103448276,0,0.204545455,0.159090909,0.103448276,0,0.113636364,0.068181818,0.136363636,0.068181818,0.090909091,0.045454545,0,0.068965517,0,0,0,0.068965517,112.6538462,114.375,1,0,1,0,0,0
45,1,1,0.963220484,0.986485544,0.1,0,0.2,0.155555556,0.1,0,0.111111111,0.066666667,0.133333333,0.066666667,0.088888889,0.044444444,0,0.1,0,0,0,0.1,113.3333333,114.375,4,0,2,0,2,0
46,1,1,0.96605918,0.984857257,0.096774194,0,0.195652174,0.152173913,0.096774194,0,0.108695652,0.065217391,0.152173913,0.065217391,0.108695652,0.043478261,0,0.096774194,0,0,0,0.096774194,112.6785714,114.375,4,0,2,0,2,0
47,2,1,0.961624198,0.980518914,0.09375,0,0.191489362,0.14893617,0.09375,0,0.127659574,0.063829787,0.14893617,0.063829787,0.106382979,0.042553191,0,0.09375,0,0,0,0.09375,111.9310345,114.375,3,0,2,0,2,0
48,1,1,0.966782316,0.981817893,0.090909091,0,0.1875,0.145833333,0.090909091,0,0.125,0.083333333,0.145833333,0.0625,0.104166667,0.041666667,0,0.090909091,0,0,0,0.090909091,111.4666667,114.375,2,0,2,0,2,0
49,2,1,1.003088648,0.989267255,0.088235294,0,0.183673469,0.163265306,0.088235294,0,0.12244898,0.081632653,0.142857143,0.06122449,0.102040816,0.040816327,0,0.088235294,0,0,0,0.088235294,111.483871,114.375,4,0,2,0,2,0
50,2,1,0.991040184,0.984250332,0.085714286,0,0.18,0.16,0.085714286,0,0.14,0.08,0.14,0.06,0.1,0.04,0,0.085714286,0,0,0,0.085714286,111.96875,114.375,2,0,1,0,2,0
51,1,1,1.006621686,0.995189877,0.083333333,0,0.196078431,0.156862745,0.083333333,0,0.137254902,0.078431373,0.137254902,0.058823529,0.098039216,0.039215686,0,0.111111111,0,0,0,0.111111111,112.4848485,114.375,5,0,1,0,1,0
52,1,1,0.978212728,0.994711362,0.081081081,0,0.192307692,0.153846154,0.081081081,0,0.134615385,0.096153846,0.134615385,0.057692308,0.096153846,0.038461538,0,0.108108108,0,0,0,0.108108108,112.2352941,114.375,2,0,1,0,2,0
53,2,1,0.982568276,0.99847965,0.078947368,0,0.188679245,0.150943396,0.078947368,0,0.150943396,0.094339623,0.132075472,0.056603774,0.094339623,0.037735849,0,0.105263158,0,0,0,0.105263158,111.6571429,114.375,3,0,2,0,2,0
54,1,1,0.993152597,1.003133746,0.076923077,0,0.185185185,0.148148148,0.076923077,0,0.148148148,0.092592593,0.12962963,0.055555556,0.092592593,0.037037037,0,0.102564103,0,0,0,0.102564103,111.8888889,114.375,5,0,2,0,2,0
55,1,1,1.001567463,1.003079165,0.1,0,0.2,0.145454545,0.075,0,0.145454545,0.090909091,0.127272727,0.054545455,0.090909091,0.036363636,0,0.1,0,0,0,0.1,112.4324324,114.375,5,0,1,0,0,0
56,2,2,1.010823636,1.003087071,0.1,0,0.196428571,0.142857143,0.075,0,0.142857143,0.089285714,0.125,0.053571429,0.089285714,0.035714286,0,0.1,0,0,0,0.1,112.4324324,113.5294118,0,2,0,2,0,1
57,1,2,1.034256906,1.014518935,0.1,0,0.192982456,0.140350877,0.075,0,0.140350877,0.087719298,0.122807018,0.052631579,0.087719298,0.035087719,0,0.1,0,0,0,0.1,112.4324324,114,0,4,0,2,0,1
58,1,2,1.0456049,1.020067604,0.1,0,0.189655172,0.137931034,0.075,0,0.137931034,0.086206897,0.120689655,0.051724138,0.086206897,0.034482759,0,0.1,0,0,0,0.1,112.4324324,113.3157895,0,2,0,2,0,2
59,1,2,1.05723756,1.024377507,0.1,0,0.203389831,0.13559322,0.075,0,0.13559322,0.084745763,0.118644068,0.06779661,0.084745763,0.033898305,0,0.1,0,0,0,0.1,112.4324324,114.15,0,3,0,2,0,2
60,2,2,1.046781283,1.020714425,0.1,0,0.2,0.133333333,0.075,0,0.15,0.083333333,0.116666667,0.066666667,0.083333333,0.033333333,0.047619048,0.1,0,0,0.047619048,0.1,112.4324324,114.2857143,0,3,0,2,0,1
61,1,2,1.057726884,1.02237582,0.1,0,0.196721311,0.131147541,0.075,0,0.147540984,0.098360656,0.114754098,0.06557377,0.081967213,0.032786885,0.090909091,0.1,0.045454545,0,0.045454545,0.1,112.4324324,114.9545455,0,4,0,1,0,2
62,2,1,1.043907969,1.02252815,0.097560976,0,0.193548387,0.129032258,0.073170732,0,0.161290323,0.096774194,0.129032258,0.064516129,0.080645161,0.032258065,0.090909091,0.097560976,0.045454545,0,0.045454545,0.097560976,112.1315789,114.9545455,2,0,2,0,1,0
63,2,1,1.042113432,1.014796039,0.095238095,0,0.19047619,0.126984127,0.071428571,0,0.158730159,0.095238095,0.126984127,0.063492063,0.079365079,0.031746032,0.090909091,0.095238095,0.045454545,0,0.045454545,0.095238095,111.5128205,114.9545455,3,0,2,0,2,0
64,1,1,1.041380681,1.013932696,0.093023256,0,0.1875,0.125,0.069767442,0,0.15625,0.09375,0.125,0.0625,0.078125,0.03125,0.090909091,0.093023256,0.045454545,0,0.045454545,0.093023256,111.75,114.9545455,5,0,1,0,0,0
65,2,1,1.038338446,1.006253265,0.090909091,0,0.184615385,0.123076923,0.068181818,0,0.169230769,0.092307692,0.123076923,0.061538462,0.076923077,0.030769231,0.090909091,0.090909091,0.045454545,0,0.045454545,0.090909091,111.3414634,114.9545455,3,0,2,0,1,0
66,1,1,1.036264078,1.004610581,0.088888889,0,0.181818182,0.121212121,0.066666667,0,0.166666667,0.090909091,0.121212121,0.060606061,0.075757576,0.03030303,0.090909091,0.111111111,0.045454545,0,0.045454545,0.111111111,111.1666667,114.9545455,2,0,1,0,2,0
67,1,1,1.042343833,1.003379208,0.086956522,0,0.194029851,0.119402985,0.065217391,0,0.164179104,0.089552239,0.119402985,0.059701493,0.074626866,0.029850746,0.090909091,0.130434783,0.045454545,0,0.045454545,0.130434783,111.6511628,114.9545455,5,0,2,0,2,0
68,1,1,1.035313662,1.001567909,0.085106383,0,0.191176471,0.117647059,0.063829787,0,0.161764706,0.088235294,0.117647059,0.058823529,0.073529412,0.029411765,0.090909091,0.127659574,0.045454545,0,0.045454545,0.127659574,111.6590909,114.9545455,5,0,1,0,1,0
69,2,1,1.068023677,1.017534334,0.083333333,0,0.188405797,0.115942029,0.0625,0,0.15942029,0.086956522,0.130434783,0.057971014,0.072463768,0.028985507,0.090909091,0.125,0.045454545,0,0.045454545,0.125,112.1111111,114.9545455,4,0,1,0,1,0
70,1,1,1.066435578,1.012394108,0.081632653,0,0.2,0.114285714,0.06122449,0,0.157142857,0.085714286,0.128571429,0.057142857,0.071428571,0.028571429,0.090909091,0.12244898,0.045454545,0,0.045454545,0.12244898,112.0434783,114.9545455,5,0,1,0,2,0
71,2,1,1.052473047,1.013443114,0.08,0,0.197183099,0.126760563,0.06,0,0.154929577,0.084507042,0.126760563,0.070422535,0.070422535,0.042253521,0.090909091,0.12,0.045454545,0,0.045454545,0.12,111.6382979,114.9545455,3,0,2,0,1,0
72,1,1,1.051661336,1.012863501,0.078431373,0,0.194444444,0.125,0.058823529,0,0.152777778,0.083333333,0.125,0.069444444,0.069444444,0.041666667,0.090909091,0.117647059,0.045454545,0,0.045454545,0.117647059,112.0833333,114.9545455,4,0,2,0,2,0
73,1,1,1.062634478,1.018501994,0.076923077,0,0.191780822,0.123287671,0.057692308,0,0.150684932,0.082191781,0.123287671,0.068493151,0.068493151,0.04109589,0.090909091,0.115384615,0.045454545,0,0.045454545,0.115384615,111.7142857,114.9545455,1,0,2,0,1,0
74,2,2,1.056743819,1.01836702,0.076923077,0,0.189189189,0.121621622,0.057692308,0,0.148648649,0.081081081,0.121621622,0.067567568,0.067567568,0.040540541,0.086956522,0.115384615,0.043478261,0,0.043478261,0.115384615,111.7142857,114.8695652,0,3,0,2,0,1
75,2,2,1.057087906,1.018418724,0.076923077,0.041666667,0.186666667,0.133333333,0.057692308,0,0.146666667,0.08,0.12,0.066666667,0.066666667,0.04,0.083333333,0.115384615,0.041666667,0,0.041666667,0.115384615,111.7142857,115.2083333,0,5,0,1,0,0
76,2,2,1.058894011,1.019131819,0.076923077,0.04,0.184210526,0.144736842,0.057692308,0,0.144736842,0.078947368,0.118421053,0.078947368,0.065789474,0.052631579,0.08,0.115384615,0.04,0,0.04,0.115384615,111.7142857,115.72,0,4,0,1,0,2
77,2,2,1.03150653,1.019200504,0.076923077,0.038461538,0.181818182,0.155844156,0.057692308,0,0.142857143,0.077922078,0.116883117,0.090909091,0.064935065,0.064935065,0.076923077,0.115384615,0.038461538,0,0.038461538,0.115384615,111.7142857,116.2307692,0,4,0,2,0,2
78,1,1,1.023134132,1.020902085,0.075471698,0.038461538,0.192307692,0.153846154,0.056603774,0,0.141025641,0.076923077,0.128205128,0.08974359,0.076923077,0.064102564,0.076923077,0.113207547,0.038461538,0,0.038461538,0.113207547,112.14,116.2307692,4,0,1,0,1,0
79,1,1,1.007691644,1.019934657,0.074074074,0.038461538,0.189873418,0.151898734,0.055555556,0,0.139240506,0.075949367,0.126582278,0.088607595,0.075949367,0.063291139,0.076923077,0.111111111,0.038461538,0,0.038461538,0.111111111,112.4705882,116.2307692,4,0,2,0,2,0
80,2,1,1.016633884,1.019733215,0.072727273,0.038461538,0.1875,0.15,0.072727273,0,0.15,0.075,0.125,0.0875,0.075,0.0625,0.076923077,0.109090909,0.038461538,0,0.038461538,0.109090909,112.4705882,116.2307692,1,0,1,0,0,0
81,1,1,1.010201389,1.019469856,0.071428571,0.038461538,0.185185185,0.148148148,0.071428571,0,0.148148148,0.074074074,0.12345679,0.086419753,0.074074074,0.061728395,0.076923077,0.107142857,0.038461538,0,0.038461538,0.107142857,112.8076923,116.2307692,3,0,2,0,1,0
82,1,1,0.997519702,1.016978055,0.070175439,0.038461538,0.182926829,0.146341463,0.070175439,0,0.146341463,0.073170732,0.12195122,0.085365854,0.073170732,0.06097561,0.076923077,0.105263158,0.038461538,0,0.038461538,0.105263158,112.5849057,116.2307692,4,0,2,0,2,0
